Depth (ft),ROP (ft/hr),WOB (k-lbs),Temp Out (degF),Temp In (degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (liters/min),Flow Out (%),WH Pressure (psi)
6696.18,10.69,35.93,135.77,124.69,222.67,1663.63,113.19,171.27,45.8,2640.82,80.89,4.22
6697.19,9.44,35.6,136.03,124.92,223.01,1661.36,113.51,170.89,44.6,2625.3,81.41,3.84
6698.2,11.53,35.14,136.22,124.99,222.57,1659.09,113.98,171.42,44.77,2621.21,82.12,3.84
6699.21,10.54,35.05,136.57,124.99,222.44,1671.21,114.07,161.85,44.4,2617.16,82.3,3.46
6700.21,9.14,35.28,136.64,125.3,224.19,1676.51,113.84,168.75,44.49,2663.64,82.92,3.08
6701.22,9.55,35.56,136.76,125.49,225.21,1665.15,113.56,169.82,43.46,2666.9,83.34,3.08
6702.23,8.62,35.74,136.83,125.76,225.29,1659.85,113.37,173.44,44.37,2660.39,81.97,2.69
6703.24,8.99,35.33,136.87,125.83,225.63,1681.82,113.79,180.65,45.71,2663.64,81.17,2.31
6704.25,9.54,35.33,136.91,125.95,226.54,1673.48,113.79,169.33,47.69,2671.82,81.55,2.31
6705.26,8.8,35.37,136.99,126.06,226.75,1665.15,113.74,174.47,46.62,2662.01,81.55,1.93
6706.27,8.06,35.42,137.22,126.25,225.82,1660.6,113.7,173.86,46.17,2661.22,82.12,1.93
6707.28,9.54,36.3,137.25,126.33,226.7,1670.45,112.82,168.03,46.45,2666.9,81.27,1.93
6708.29,12.27,36.16,137.25,126.56,227.14,1690.91,112.96,177.14,44.77,2647.33,80.7,1.55
6709.3,20.57,34.72,137.37,126.48,227.12,1690.91,114.39,181.75,47.26,2655.5,79.95,1.55
6710.31,27.58,35.37,137.33,126.56,227.44,1703.03,113.74,196.78,46.71,2647.33,79.9,1.55
6711.36,16.81,31.94,137.41,126.48,227.06,1684.09,117.18,214.27,42.97,2673.45,82.49,1.93
6712.4,21.95,21.84,137.41,126.59,227.04,1653.79,127.28,186.67,45.47,2691.39,80.28,1.93
6713.41,16.56,33.15,136.83,124.54,221.69,1637.88,115.97,180.08,47.29,2635.1,75.95,1.55
6714.42,11.51,35.05,137.03,125.11,221.13,1634.85,114.07,173.14,46.56,2652.25,77.64,1.55
6715.43,9.54,34.17,137.14,125.57,221.29,1640.91,114.95,174.7,47.43,2657.93,77.12,1.55
6716.44,8.77,34.31,137.29,126.1,220.84,1628.78,114.81,177.26,44.34,2646.53,78.77,1.17
6717.45,9.41,33.15,137.48,126.48,220.73,1632.57,115.97,170.47,48.1,2658.76,77.03,1.55
6718.46,11.44,35.47,137.56,126.59,220.65,1640.15,113.65,167.91,44.72,2644.07,77.92,1.17
6719.47,11.53,35.09,137.6,126.71,220.48,1607.57,114.02,173.4,47.02,2660.39,78.72,1.17
6720.48,8.27,35.09,137.75,127.47,217.54,1496.2,114.02,182.52,46.24,2709.33,79.9,1.55
6721.48,17.13,33.15,138.02,126.82,217.04,1637.12,115.97,164.79,49.13,2652.85,80.37,1.17
6722.49,14.65,34.96,138.13,127.01,218.35,1653.03,114.16,164.18,44.8,2647.14,71.52,1.55
6723.5,10.17,34.77,138.28,127.2,218.93,1633.33,114.35,167.23,48.54,2640.63,80.75,1.17
6724.51,8.56,34.54,138.28,127.24,218.6,1634.85,114.58,161.78,44.83,2645.51,79.76,1.55
6725.52,7.73,34.96,138.36,126.98,217.16,1626.51,114.16,159.76,49.15,2623.52,79.57,1.55
6726.53,9.34,35.23,138.28,127.05,216.85,1622.72,113.88,159.37,43.15,2626.77,78.68,1.55
6727.54,9.34,34.72,138.17,127.17,217.63,1615.15,114.39,157.51,42.91,3785.07,78.11,1.55
6728.55,10.56,34.68,138.25,126.86,218.32,1627.27,114.44,158.31,41.01,2617.8,80.99,1.55
6729.56,8.22,34.68,138.21,126.9,218.59,1628.78,114.44,163.34,41.97,2627.57,83.06,1.55
6730.57,9.77,36.21,138.21,126.9,218.65,1636.36,112.91,167.34,45.68,2630.03,83.48,1.55
6731.58,9.01,35.23,138.17,126.9,219.62,1625,113.88,175.54,44.55,2627.57,82.68,1.55
6732.59,10.01,35.51,138.17,127.01,219.47,1643.18,113.61,168.91,47.72,2634.91,82.3,1.55
6733.6,8.67,35.09,138.25,127.01,216.41,1650,114.02,171.84,47.09,2638.17,82.16,1.93
6734.61,10.42,35.79,138.25,126.67,214.79,1629.54,113.33,163.8,46.12,2633.28,83.86,2.31
6735.62,9.06,35.47,138.25,126.75,214.3,1592.42,113.65,170.13,44.81,2660.2,83.86,2.31
6736.63,8.61,35.14,138.28,127.01,215.16,1610.6,113.98,168.03,43.54,2645.51,83.15,2.31
6737.63,10.35,36.16,138.28,127.24,217.09,1612.87,112.96,167.53,44.89,2631.65,83.25,2.31
6738.64,8.83,35.14,138.36,127.09,218.41,1626.51,113.98,174.36,43.63,2631.65,83.43,2.69
6739.65,10.01,35.56,138.25,127.13,219.75,1646.97,113.56,180.19,45.24,2643.05,82.49,2.69
6740.66,7.69,35.05,138.4,126.79,218.58,1656.06,114.07,172.26,46.1,2629.19,81.97,2.69
6741.67,7.45,34.12,138.59,126.82,217.85,1668.18,115,163.23,42.62,2651.23,83.58,2.69
6742.68,7.57,35.28,138.59,126.98,218.22,1647.72,113.84,165.47,45.16,2655.28,83.06,2.31
6743.69,7.1,35.23,138.51,127.01,219.55,1638.63,113.88,163.57,43.66,2656.94,82.02,2.31
6744.7,7.81,34.72,138.44,127.05,219.99,1646.21,114.39,162.58,44.72,2658.57,82.21,2.69
6745.7,8.43,34.68,137.03,123.93,219.45,1686.36,114.44,179.92,46.88,2627.76,78.11,2.31
6746.71,7.22,35,137.14,124.99,220.44,1657.57,114.12,171.27,46.55,2615.53,76.65,2.31
6747.72,7.25,34.72,137.41,125.57,221.06,1631.81,114.39,169.06,47.15,2607.47,77.03,2.69
6748.73,7.05,35,137.64,126.02,221.79,1651.51,114.12,176.34,46.68,2632.75,78.58,2.69
6749.74,8.09,36.44,137.71,126.25,222.16,1663.63,112.68,171.19,46.47,2634.38,77.78,2.69
6750.75,5.95,35.88,137.86,126.48,222.86,1646.21,113.23,170.96,46.87,2622.15,77.64,2.69
6751.76,7.6,36.81,137.98,126.48,223.84,1660.6,112.31,166.28,46.2,2621.32,78.3,2.31
6752.77,6.46,35.56,138.13,126.56,224.12,1674.24,113.56,172.45,42.68,2643.35,78.91,2.69
6753.78,8.45,35.51,138.25,126.67,224.75,1664.39,113.61,164.64,45.92,2636.01,78.77,2.69
6754.79,7.92,36.76,138.28,126.75,225.07,1665.15,112.35,168.03,47.03,2644.98,79.67,3.08
6755.8,7.33,36.11,138.28,126.86,225.46,1665.91,113,168.56,45.83,2637.64,80.75,2.69
6756.81,6.69,35.93,138.36,126.82,226.06,1661.36,113.19,158.54,47.03,2636.01,80.18,3.08
6757.81,7.45,35.79,138.47,126.82,226.58,1675,113.33,158.15,42.55,2642.52,83.2,3.46
6758.82,8.24,36.81,138.51,126.82,226.19,1678.79,112.31,159.18,43.34,2644.98,83.1,3.46
6759.83,8.26,36.86,138.66,126.86,225.55,1696.21,112.26,165.7,40.77,2635.18,82.12,3.84
6760.84,11.39,37.27,138.7,126.9,226.1,1689.39,111.84,167.42,44.34,2641.72,82.92,4.22
6761.85,10.14,37.37,138.74,126.86,226.35,1690.15,111.75,160.56,43.67,2638.43,81.13,4.6
6762.86,10.81,36.35,138.78,126.82,226.62,1691.67,112.77,163.07,43.19,2641.72,81.27,4.6
6763.87,10.47,37.6,138.78,126.79,226.81,1691.67,111.52,162.27,44.43,2647.4,82.3,4.98
6764.88,12.41,37.18,138.78,126.59,228.58,1696.21,111.94,157.35,45.06,2642.52,83.01,5.36
6765.89,10.59,36.72,138.74,126.52,229.59,1696.21,112.4,168.75,43.79,2650.66,81.88,5.74
6766.9,11.39,37.09,138.78,126.63,228.75,1691.67,112.03,153.31,43.54,2653.95,82.73,6.13
6767.91,12.44,36.81,138.78,126.52,230.3,1682.58,112.31,144.2,41.79,2649.86,82.68,6.13
6768.92,11.39,36.62,138.78,125.72,235.08,1683.33,112.49,161.28,45.24,2650.66,82.82,6.13
6769.93,13.02,37,138.7,125.22,238.88,1691.67,112.12,163.07,46.82,2651.49,82.68,6.89
6770.94,11.36,35.98,138.59,124.8,240.97,1685.61,113.14,153.39,37.32,2649.86,83.15,6.89
6771.95,10.62,36.16,138.47,124.08,244.47,1701.52,112.96,162.27,38.58,2648.23,81.97,6.89
6772.96,11.08,36.11,138.25,124.42,243.22,1709.09,113,154,41.13,2636.01,82.87,7.27
6773.96,10.47,36.81,138.13,124.61,242.4,1709.85,112.31,156.82,43.9,2626.24,83.29,7.65
6774.97,9.98,36.62,138.09,124.69,242.6,1705.3,112.49,159.53,44.16,2640.1,83.48,7.65
6775.98,11.54,35.78,136.07,120.53,234.65,1715.15,110.27,149.35,36.08,2613.83,82.68,9.56
6776.99,8.91,35.04,136.3,121.26,233.25,1718.18,111.01,152.82,38.7,2628.48,82.21,9.56
6778,10.42,36.02,136.42,121.71,232.98,1709.09,110.04,151.33,42.46,2616.29,81.5,9.94
6779.01,9.15,34.67,136.64,122.1,232.73,1717.43,111.38,144.39,41.16,2623.59,81.08,9.94
6780.02,9.6,35.18,136.8,122.52,233.1,1715.91,110.87,154.23,45.56,2620.34,81.69,9.94
6781.03,8.1,34.67,136.8,122.86,234.43,1709.09,111.38,143.21,41.76,2659.44,81.13,10.32
6782.04,9.44,35.41,136.8,123.43,233.43,1652.27,110.64,145.08,42.88,2698.51,81.88,9.94
6783.05,8.48,34.9,136.99,124.12,231.31,1582.57,111.15,147.82,47.96,2652.1,82.12,10.32
6784.06,9.22,35.83,137.14,124.23,231.52,1589.39,110.22,156.59,42.71,2633.36,81.27,9.94
6785.07,7.87,34.9,137.18,124.38,231.36,1576.51,111.15,152.13,40.6,2679.81,80.89,9.94
6786.08,9.54,33.98,137.22,124.27,231.72,1609.09,112.08,147.17,37.59,2644.79,79.95,9.94
6787.09,9.3,36.06,137.14,124.12,232.1,1625.75,109.99,138.67,43.54,2628.48,80.23,10.32
6788.09,8.93,35.41,137.52,124.19,230.73,1649.24,110.64,152.82,38.61,2632.56,82.68,10.32
6789.1,9.46,34.72,137.6,124.42,229.92,1653.03,111.33,152.05,38.59,2615.45,83.53,10.32
6790.11,8.96,35.83,137.48,124.04,230.72,1647.72,110.22,150.49,44.37,2636.65,82.68,9.94
6791.12,8.78,36.15,137.6,124.35,230.29,1641.66,109.9,155.41,38.61,2650.47,83.62,10.32
6792.13,8.26,34.95,137.41,124.38,230.98,1638.63,111.1,148.55,43.28,2651.3,83.58,9.94
6793.14,9.41,34.39,137.29,124.27,229.64,1643.94,111.66,154.61,38.03,2648.05,83.25,9.94
6794.15,8.09,35.04,137.18,124.08,229.13,1655.3,111.01,152.25,41.41,2656.98,82.3,10.32
6795.16,9.37,35.18,137.18,124,229.06,1660.6,110.87,149.16,41.5,2630.1,81.08,9.94
6796.17,7.88,36.11,137.22,123.85,228.26,1663.63,109.94,145.04,42.01,2648.84,82.02,10.32
6797.18,9.44,34.81,137.22,123.77,227.92,1663.63,111.24,142.98,44.61,2639.91,81.13,9.94
6798.19,9.07,35.97,137.18,123.85,228.16,1656.82,110.08,148.36,41.47,2643.96,81.31,9.94
6800,7.92,34.72,136.91,123.32,229.45,1593.18,111.33,154.27,35,2585.32,81.08,9.94
6800.23,12.54,6.35,123.53,98.69,213.68,371.89,133.45,198.34,47,1065.67,45.1,1.17
6801.25,2.28,10.06,123.57,104.29,212.75,480.23,129.74,197.39,60.72,1064.04,46.28,1.17
6802.25,3.15,12.19,121.09,103.99,210.91,526.45,127.61,198.03,65.29,1063.21,48.54,1.17
6803.26,1.26,13.21,121.62,103.26,215.17,494.63,126.59,209.36,70.12,1063.21,44.72,1.93
6804.27,1.33,12.84,122.16,103.45,213.29,494.63,126.96,183.43,71.53,1062.41,45.85,2.31
6805.28,0.91,11.82,122.88,104.41,208.84,509.78,127.98,169.63,70.66,1063.21,46.42,3.46
6806.29,1.18,13.03,122.88,103.76,206.15,454.47,126.77,168.94,74.28,1064.04,46.14,6.13
6807.3,1.53,12.56,122.88,103.45,205.19,396.14,127.24,271.54,83.37,1065.67,46.56,8.41
6808.31,2.03,12.7,122.54,103.22,205.92,421.9,127.1,251.83,79.6,1095.01,46.14,9.56
6809.33,2.62,21,119.34,101.78,212.83,430.23,118.8,246.41,83.82,1066.46,46.42,10.32
6810.34,1.29,13.49,120.67,101.05,213.68,459.02,126.31,253.01,81.69,1070.55,51.69,10.7
6811.35,1,12.29,120.59,101.36,211.75,514.32,127.51,243.9,79,1104.77,52.07,11.08
6812.36,1.8,14.09,120.71,101.51,211.84,509.02,125.71,273.71,91.04,1122.71,51.98,11.08
6813.39,1,16.04,134.89,115.23,180.16,999.2,134.7,133.64,37.12,2681.89,63.47,9.94
6814.4,9.74,21,134.74,115.2,180.59,1032.54,129.74,129.71,37.22,2665.61,65.96,9.94
6815.41,9.45,22.53,134.62,115.08,180.26,1049.2,128.21,128.95,34.26,2623.25,67.23,10.32
6816.42,11.88,24.06,134.55,114.93,180.21,1133.3,126.68,129.52,33.94,2642.78,65.21,9.94
6817.43,12.94,23.41,134.39,114.85,180.4,1085.57,127.33,129.98,34.62,2614.28,63.23,9.94
6818.44,12.66,23.5,134.24,114.74,180.06,1092.39,127.24,123.46,37.06,2650.13,61.49,9.94
6819.45,13.72,23.41,134.13,114.62,180.14,1099.21,127.33,129.98,33.5,2639.53,62.24,9.94
6820.46,14.89,23.13,134.17,114.51,180.27,1124.97,127.61,130.29,34.38,2610.23,64.83,10.32
6821.47,13.82,23.74,134.13,114.36,180.54,1107.54,127,129.68,33.8,2611.86,65.54,10.32
6822.48,11.99,23.69,134.01,114.28,180.21,1095.42,127.05,133.11,36.39,2628.97,63.56,10.32
6823.59,18.47,31.29,134.2,113.94,178.54,978.75,119.45,68.18,0,2418.84,57.3,9.94
6824.65,10.12,29.67,134.28,113.75,179.38,1067.39,121.07,27.77,0,2502.72,63.04,9.94
6825.66,11.47,33.29,134.39,113.86,179.56,1001.47,117.45,29.18,0,2535.28,63.7,9.94
6826.67,10.56,36.16,134.66,114.09,180.73,947.68,114.58,28.99,0,2624.88,62.43,9.94
6827.68,13.3,37.78,134.85,114.2,182.1,936.32,112.96,29.1,0,2628.13,59.09,9.94
6828.69,6.5,31.01,134.89,113.9,187.07,966.62,119.73,29.67,0,2633.85,66.72,9.94
6829.7,9.59,32.13,134.78,113.67,190.63,995.41,118.61,30.13,0,2672.12,60.22,9.94
6830.71,7.83,28.51,134.66,113.48,194.57,949.2,122.23,30.59,0,2678.63,62.43,9.94
6831.72,9.99,31.34,134.59,113.4,197.84,969.65,119.4,30.78,0,2659.1,68.93,9.56
6832.74,15.38,24.39,135.35,114.32,202.65,1619.69,126.35,123.65,40.14,2404.19,69.26,9.94
6833.75,13.31,25.13,137.14,115.58,203.03,1587.12,125.61,119.69,36.71,2390.33,80.42,9.94
6834.76,16.53,25.54,137.67,116.57,203.42,1581.05,125.2,111.15,37.13,2430.27,77.74,9.94
6835.77,14.38,24.76,137.33,117.52,204.01,1552.26,125.98,116.37,37.38,2382.16,83.48,10.32
6836.78,15.02,24.43,137.22,118.17,204.19,1605.3,126.31,119.72,36.54,2412.33,74.53,9.94
6837.79,15.73,24.34,136.95,118.66,204.54,1574.24,126.4,114.16,36.14,2357.7,78.58,9.94
6838.8,16.08,26.8,136.99,118.93,204.73,1611.36,123.94,117.44,35.54,2396.85,77.36,9.94
6839.81,16.59,25.13,135.54,116.76,203.49,1546.96,125.61,124.91,40.51,2300.66,75.9,10.32
6840.82,20.78,24.48,135.65,116.99,203.39,1509.84,126.26,130.06,42.03,2295.78,70.01,10.7
6841.83,13.87,26.84,135.81,117.37,203.74,1570.45,123.9,131.24,40.4,2283.55,73.5,10.32
6842.84,15.08,25.13,135.84,117.6,203.89,1506.05,125.61,126.43,39.75,2293.31,77.36,10.32
6843.85,14.49,26.61,135.88,117.9,203.53,1626.51,124.13,126.55,39.78,2357.7,67.05,9.94
6844.85,15.46,27.17,135.96,118.17,203.73,1659.09,123.57,128.42,40.95,2352.82,69.87,9.94
6845.86,14.42,26.66,136.07,118.36,203.53,1601.51,124.08,125.21,41.44,2365.88,68.6,9.56
6846.87,14.55,23.64,136.11,118.55,203.6,1568.93,127.1,133.83,39.82,2318.6,78.58,9.94
6847.88,16.2,25.78,135.96,118.66,204.05,1590.9,124.96,131.12,40.59,2368.3,75.48,9.56
6848.89,13.3,25.45,135.96,118.7,203.89,1568.93,125.29,127.5,40.33,2326.74,77.59,9.56
6849.9,15.47,24.43,135.88,118.78,203.79,1586.36,126.31,133.11,41.03,2365.88,74.3,9.18
6850.91,14.65,25.03,135.88,118.89,203.59,1566.66,125.71,133.26,39.47,2354.45,75.43,9.18
6851.92,15.27,26.29,135.92,119.01,203.63,1574.99,124.45,128.3,36.69,2332.46,76.09,8.79
6852.93,13.12,24.71,135.96,119.08,203.7,1579.54,126.03,135.36,35.2,2322.65,80.47,8.79
6853.94,16.98,24.76,136,119.2,203.92,1559.84,125.98,132.69,37.04,2343.06,75.38,8.41
6854.95,14.31,25.03,136.03,119.2,204.2,1563.63,125.71,130.93,39.49,2296.57,80.7,8.41
6855.96,16.16,26.1,136.07,119.27,203.64,1646.97,124.64,132.73,37.1,2321.86,71.33,8.79
6856.97,15.59,24.94,136.07,119.24,200.61,1556.81,125.8,127.27,38,2316.14,77.59,8.41
6857.98,13.98,24.39,136.11,119.27,200.34,1550.75,126.35,130.17,37.79,2316.14,71.52,8.41
6858.99,14.71,26.15,136.03,119.24,200.81,1556.81,124.59,132,36.78,2310.42,76.61,8.79
6860,15.47,26.24,136.03,119.16,201.41,1652.27,124.5,133.22,36.87,2322.65,76.37,8.41
6861.01,14.04,26.33,136,118.97,202.41,1662.12,124.41,133.68,35.08,2316.14,77.45,8.41
6862.02,9.27,25.78,135.88,118.4,203.59,1603.78,124.96,136.73,34.72,3313.82,61.87,8.41
6863.03,12.71,25.5,135.77,118.44,203.97,1566.66,125.24,132.65,37.62,2332.46,72.13,8.41
6864.04,10.01,26.1,135.61,118.7,200.06,1534.84,124.64,130.02,37.16,2294.94,68.46,8.03
6865.04,11.58,25.36,135.54,118.47,201.19,1553.78,125.38,130.82,38.09,2294.94,73.03,8.03
6866.06,15.35,26.15,135.5,118.36,201.29,1532.57,124.59,133.53,35.64,2282.72,74.16,8.41
6867.07,13.52,26.8,135.46,118.25,202.17,1537.87,123.94,131.54,37.45,2312.09,71.61,8.03
6868.08,14.54,26.43,135.46,118.21,202.75,1618.18,124.31,135.78,36.86,2322.65,73.5,8.03
6869.08,13.57,25.82,135.46,118.13,203.06,1574.99,124.92,137.53,35.55,2316.14,71.47,8.03
6870.09,9.98,32.54,134.39,115.42,204.58,1527.26,118.2,56.97,0,2292.52,75.57,6.89
6871.1,8.93,32.92,134.85,116.19,204.99,1534.84,117.82,57.58,0,2276.2,78.3,6.89
6872.11,14.59,37.18,135.12,116.53,204.91,1548.48,113.56,59.18,0,2258.26,70.58,6.89
6873.12,14.9,39.82,135.27,116.76,205.5,1559.08,110.92,57.7,0,2204.47,73.4,6.51
6874.13,14.03,39.64,135.5,116.95,205.83,1530.29,111.1,56.74,0,2280.29,70.95,6.51
6875.14,13.92,40.89,135.5,117.18,206.39,1553.02,109.85,59.11,0,2284.34,76.51,6.13
6876.15,12.64,39.27,135.42,117.29,206.72,1546.2,111.47,61.39,0,2221.62,72.93,6.13
6877.16,11.76,30.13,135.35,117.41,207.3,1551.51,120.61,62.73,0,2268.07,65.77,6.13
6878.17,19.61,36.07,135.35,117.41,207.07,1516.66,114.67,62.19,0,2290.06,65.44,5.74
6879.21,23.71,43.9,135.23,117.52,205.53,1570.45,106.84,61.66,0,2263.18,61.87,5.74
6880.22,15.28,22.3,134.93,118.17,204.5,1443.92,128.44,136,36.3,2349.57,75.66,5.36
6881.23,12.57,22.9,134.78,118.09,205.31,1469.68,127.84,135.97,34.7,2371.56,77.55,4.98
6882.24,14.46,23.13,134.7,118.02,205.97,1502.26,127.61,135.58,33.01,2328.37,73.83,4.6
6883.25,11.95,23.41,134.59,117.79,206.54,1494.69,127.33,138.6,32.08,2318.6,74.91,4.6
6884.26,11.18,22.67,134.43,117.56,206.87,1507.57,128.07,140.96,31.54,2316.14,71.38,4.22
6885.26,14.59,24.39,134.39,117.41,207.49,1586.36,126.35,143.06,35.16,2303.12,64.64,4.22
6886.27,12.75,22.67,134.24,117.41,210.67,1526.51,128.07,139.59,35.37,2324.32,65.96,3.84
6887.28,12.04,22.11,134.05,117.44,210.54,1512.11,128.63,141.38,35.9,2294.15,68.93,3.46
6888.29,11.01,21.28,134.2,117.29,209.76,1510.6,129.46,136.92,35.08,2295.78,67.05,3.46
6889.3,14.36,23.18,134.51,117.25,207.38,1528.78,127.56,133.11,36.84,2267.23,65.59,3.46
6890.31,10.81,21.88,134.39,117.29,206.58,1533.32,128.86,137.83,35.78,2275.41,68.46,3.08
6891.32,13.27,22.11,134.28,117.33,205.74,1501.5,128.63,138.52,35.87,2284.34,70.2,3.08
6892.33,13.41,22.48,134.13,117.29,206.12,1517.41,128.26,140.05,35.49,2278.67,69.45,3.08
6893.34,12.88,21.88,134.01,117.29,205.81,1528.02,128.86,136.54,36.19,2325.95,73.87,3.08
6894.35,12.32,22.81,133.9,117.33,205.46,1618.18,127.93,134.33,37.54,2293.31,66.25,2.69
6895.36,12.49,21.28,133.82,117.33,206.67,1520.44,129.46,138.75,35.45,2330,73.87,2.69
6896.37,16.9,21.65,133.9,117.37,206.98,1523.48,129.09,142.18,34.34,2304.75,77.45,2.69
6897.38,13.71,22.53,133.9,117.33,206.24,1526.51,128.21,141.38,34.7,2304.75,78.11,2.31
6898.39,14.25,21.19,133.82,117.25,206.06,1540.9,129.55,138.67,35.84,2284.34,76.46,2.31
6899.4,10.98,21.7,133.78,117.14,204.64,1557.57,129.04,141.84,34.02,2294.15,77.69,2.31
6900.41,11.53,21,133.78,117.03,205.33,1532.57,129.74,140.35,35.35,2290.89,72.79,2.31
6902.7,10,20.03,133.75,117.06,205.13,1537.87,130.71,137.72,34.34,2296.57,71.38,1.93
6903.79,14.97,36.95,132.34,112.76,206,1480.29,113.79,73.94,0,2152.54,64.88,1.55
6904.8,10.6,33.8,132.56,113.37,207.48,1422.71,116.94,85.15,0,2130.54,62.53,1.17
6905.81,6.35,27.21,133.02,114.17,208.59,1372.71,123.53,87.66,0,2119.94,70.3,2.31
6906.82,17.14,36.62,133.1,114.47,208.81,1348.46,114.12,90.22,0,2105.29,68.65,2.31
6907.83,8.88,34.91,133.25,114.7,208.21,1315.13,115.83,83.32,0,2089.81,69.59,1.93
6908.84,10.7,34.86,133.44,114.93,208.34,1342.4,115.88,86.97,0,2081.67,72.7,1.93
6909.85,11.05,34.35,133.48,115.12,208.77,1316.64,116.39,85.41,0,2092.27,71.66,1.93
6910.86,11.02,35.19,133.4,115.27,209.19,1335.59,115.55,90.33,0,2055.59,67.94,1.55
6911.87,14.72,39.59,133.4,115.27,207.59,1324.22,111.15,90.75,0,2099.58,74.3,1.93
6912.88,9.04,35.05,133.4,115.61,206.92,1294.67,115.69,88.84,0,2171.24,75.9,1.55
6913.89,12.13,37.92,133.48,116.03,207.64,1263.61,112.82,89.99,0,2145.19,73.21,1.55
6914.9,13.61,21.84,132.87,116.45,210.42,1450.74,128.9,141.76,39.19,2247.81,71.71,1.55
6915.91,9.95,21.65,132.79,116.57,211.16,1491.66,129.09,141.15,37.38,2271.44,75.48,1.17
6916.92,12.79,23.74,132.76,116.83,211.77,1481.05,127,143.82,35.7,2303.19,65.87,1.17
6917.93,10.68,23.69,132.76,116.87,212.12,1469.68,127.05,145.61,35.26,2283.62,65.68,1.17
6918.94,11.69,24.94,132.68,116.72,211.82,1647.72,125.8,148.13,34.2,2242.1,65.63,1.17
6919.95,11.29,23.41,132.79,116.45,211.58,1506.05,127.33,141.07,33.76,2251.07,71.94,1.17
6920.96,12.23,23.83,133.06,116.45,211.23,1524.99,126.91,140.58,34.49,2261.67,76.46,0.79
6921.97,12.03,22.25,133.21,116.64,211.2,1515.14,128.49,143.32,34.75,2277.95,72.74,0.79
6922.98,10.88,22.81,133.02,116.72,211.07,1502.26,127.93,141.46,35.52,2295.06,71,0.79
6923.99,11.18,22.62,132.95,116.76,211.16,1518.17,128.12,140.24,35.7,2296.68,68.36,0.79
6925,10.04,22.67,132.87,116.87,212.06,1523.48,128.07,144.89,34.3,2316.22,67.42,0.79
6926.01,13.26,23.23,132.83,116.87,213.02,1497.72,127.51,142.87,35.26,2274.69,77.55,0.79
6927.02,11.99,21.65,132.76,116.87,213.74,1493.93,129.09,145.99,34.59,2303.99,71.47,0.79
6928.03,11.65,22.95,132.72,116.95,213.5,1540.9,127.79,142.83,35.45,2312.96,71.71,0.41
6929.04,12.11,23.5,132.64,116.83,213.23,1496.2,127.24,142.94,34.88,2299.94,77.55,0.41
6930.04,12.7,22.25,132.6,115.92,213.39,1499.23,128.49,141.53,36.01,2275.49,69.35,0.41
6931.05,12.67,24.01,132.49,116,212.9,1547.72,126.73,142.83,35.13,2277.95,71.99,0.41
6932.06,10.12,22.07,132.53,116,213.59,1516.66,128.67,141.88,33.62,2265.72,73.97,0.41
6933.07,12.44,22.02,132.53,115.84,214.23,1530.29,128.72,137.15,34.09,2279.57,73.17,0.41
6934.08,10.29,21.23,132.53,115.81,214.65,1513.63,129.51,140.12,32.74,2286.88,76.13,0.79
6935.09,12.24,21.51,132.53,115.92,214.91,1506.81,129.23,139.89,33.53,2290.97,75.15,1.17
6936.1,9.36,23.23,130.39,111.57,217.08,1545.45,127.51,136.04,47.06,2317.05,75.1,1.93
6937.11,12.76,24.43,130.54,112.53,217.61,1531.81,126.31,130.9,37.95,2320.3,74.67,1.93
6938.12,12.15,24.85,130.7,113.29,217.98,1529.54,125.89,134.59,38.53,2314.59,76.13,1.93
6939.13,10.72,24.48,130.96,114.01,218.89,1534.08,126.26,133.68,35.14,2317.84,77.03,2.31
6940.14,13.87,26.1,131.27,114.36,219.01,1585.6,124.64,132.65,35.52,2308.08,71.57,2.31
6941.15,12.36,26.05,131.57,114.81,219.62,1617.42,124.69,134.52,34.88,2303.19,64.88,2.31
6942.18,18.65,31.52,132.07,114.74,221.46,1545.45,119.22,58.08,0,2280.37,77.17,2.31
6943.2,26.27,42.51,132.18,115.42,220.32,1534.84,108.23,61.62,0,2275.49,74.11,2.31
6944.25,6.58,35.37,132.91,116.64,222.87,1478.78,115.37,58.76,0,2267.35,73.45,2.31
6945.26,10.56,27.86,133.14,116.87,223.45,1459.08,122.88,59.3,0,2280.37,72.84,2.69
6946.27,12.03,30.5,133.25,117.06,224.09,1453.02,120.24,67.11,0,2267.35,74.53,2.31
6947.3,22.78,38.53,133.29,117.18,224.38,1466.65,112.21,70.16,0,2273.86,71.47,2.31
6948.31,7.54,30.74,133.44,117.48,223.46,1450.74,120,69.82,0,2276.32,73.69,1.93
6949.34,17.92,35.14,133.44,117.48,223.66,1490.9,115.6,63.45,0,2251.86,70.06,1.93
6950.35,12.42,36.11,133.44,117.56,223.83,1484.08,114.63,62.65,0,2238.05,72.6,1.93
6951.39,9.58,31.25,133.52,117.56,225.09,1446.96,119.49,58.53,0,2229.87,70.2,1.93
6952.4,29.43,42.84,133.52,117.6,225.11,1431.05,107.9,57.28,0,2231.54,73.21,1.93
6953.41,25.55,24.71,133.1,117.75,224.89,1546.96,126.03,141.72,36.86,2336.58,75.85,2.31
6954.42,14.21,23.97,133.02,117.94,224.95,1568.93,126.77,135.97,34.38,2348.81,81.03,2.31
